epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
37,158.299,0.98957,0.81055,0.96046,0.53919,0.49986,0.52644,0.34273,0.99761,0.80526,0.93417,0.0019308,0.0006436,0.0019308,0.0006436,0.0019308,0.0006436,0.0019308,0.0006436
38,164.194,0.98529,0.81506,0.96009,0.56454,0.51855,0.51728,0.33446,0.99049,0.8066,0.93347,0.0019011,0.0006337,0.0019011,0.0006337,0.0019011,0.0006337,0.0019011,0.0006337
39,169.456,0.98058,0.8037,0.95884,0.65625,0.46644,0.52858,0.34429,0.98752,0.80415,0.93571,0.0018714,0.0006238,0.0018714,0.0006238,0.0018714,0.0006238,0.0018714,0.0006238
40,175.309,0.98059,0.81021,0.9591,0.59732,0.44091,0.53225,0.34329,0.99287,0.80419,0.93188,0.0018417,0.0006139,0.0018417,0.0006139,0.0018417,0.0006139,0.0018417,0.0006139
41,180.684,0.97734,0.79947,0.95672,0.61404,0.42668,0.53644,0.34915,0.99416,0.80739,0.93611,0.001812,0.000604,0.001812,0.000604,0.001812,0.000604,0.001812,0.000604
42,185.854,0.97307,0.7981,0.95764,0.51527,0.52379,0.54548,0.35696,0.99843,0.80901,0.93825,0.0017823,0.0005941,0.0017823,0.0005941,0.0017823,0.0005941,0.0017823,0.0005941
43,190.966,0.96595,0.79324,0.95424,0.76397,0.4674,0.56845,0.37032,1.00453,0.80944,0.93786,0.0017526,0.0005842,0.0017526,0.0005842,0.0017526,0.0005842,0.0017526,0.0005842
44,195.838,0.97383,0.79675,0.95435,0.72623,0.46525,0.57625,0.36712,0.99647,0.7882,0.93263,0.0017229,0.0005743,0.0017229,0.0005743,0.0017229,0.0005743,0.0017229,0.0005743
45,200.328,0.97041,0.7861,0.95375,0.60805,0.51481,0.56677,0.36373,0.99364,0.7968,0.93548,0.0016932,0.0005644,0.0016932,0.0005644,0.0016932,0.0005644,0.0016932,0.0005644
46,204.655,0.96495,0.78192,0.95442,0.54322,0.53887,0.5194,0.34019,0.99001,0.81321,0.93452,0.0016635,0.0005545,0.0016635,0.0005545,0.0016635,0.0005545,0.0016635,0.0005545
47,208.999,0.95444,0.78593,0.95205,0.56855,0.46561,0.53521,0.35,0.9856,0.80213,0.93119,0.0016338,0.0005446,0.0016338,0.0005446,0.0016338,0.0005446,0.0016338,0.0005446
48,213.381,0.95609,0.77611,0.95189,0.4972,0.50693,0.52918,0.3515,0.97807,0.79694,0.93002,0.0016041,0.0005347,0.0016041,0.0005347,0.0016041,0.0005347,0.0016041,0.0005347
49,217.72,0.94618,0.76909,0.94879,0.53816,0.51578,0.53884,0.35809,0.97354,0.78739,0.92188,0.0015744,0.0005248,0.0015744,0.0005248,0.0015744,0.0005248,0.0015744,0.0005248
50,222.472,0.95128,0.77202,0.94679,0.50434,0.49646,0.50991,0.33855,0.99378,0.804,0.93193,0.0015447,0.0005149,0.0015447,0.0005149,0.0015447,0.0005149,0.0015447,0.0005149
51,227.033,0.94937,0.76984,0.95161,0.56909,0.48586,0.52282,0.35149,0.97943,0.78933,0.92855,0.001515,0.000505,0.001515,0.000505,0.001515,0.000505,0.001515,0.000505
52,231.441,0.95155,0.76699,0.94824,0.57972,0.50986,0.54675,0.36346,0.97081,0.78783,0.92538,0.0014853,0.0004951,0.0014853,0.0004951,0.0014853,0.0004951,0.0014853,0.0004951
53,235.995,0.94628,0.77158,0.94792,0.46542,0.53293,0.52105,0.35495,0.97178,0.78702,0.9289,0.0014556,0.0004852,0.0014556,0.0004852,0.0014556,0.0004852,0.0014556,0.0004852
54,240.368,0.94468,0.7638,0.94183,0.49981,0.57422,0.57729,0.36072,0.98134,0.79592,0.92775,0.0014259,0.0004753,0.0014259,0.0004753,0.0014259,0.0004753,0.0014259,0.0004753
55,244.77,0.94417,0.76343,0.94455,0.70191,0.48786,0.5747,0.36485,0.97439,0.78748,0.9297,0.0013962,0.0004654,0.0013962,0.0004654,0.0013962,0.0004654,0.0013962,0.0004654
56,249.204,0.9411,0.76416,0.94332,0.61319,0.49399,0.56406,0.35172,0.98029,0.78917,0.92961,0.0013665,0.0004555,0.0013665,0.0004555,0.0013665,0.0004555,0.0013665,0.0004555
57,253.626,0.93764,0.75126,0.94373,0.55782,0.59018,0.58092,0.37411,0.97923,0.77046,0.92554,0.0013368,0.0004456,0.0013368,0.0004456,0.0013368,0.0004456,0.0013368,0.0004456
58,257.97,0.9392,0.75375,0.94482,0.52254,0.56607,0.54993,0.36851,0.96859,0.7782,0.92557,0.0013071,0.0004357,0.0013071,0.0004357,0.0013071,0.0004357,0.0013071,0.0004357
59,262.284,0.93681,0.75291,0.94345,0.59146,0.47609,0.54109,0.35858,0.97864,0.78285,0.92871,0.0012774,0.0004258,0.0012774,0.0004258,0.0012774,0.0004258,0.0012774,0.0004258
60,266.516,0.933,0.75396,0.93988,0.50373,0.54763,0.53675,0.35779,0.98236,0.78502,0.92892,0.0012477,0.0004159,0.0012477,0.0004159,0.0012477,0.0004159,0.0012477,0.0004159
61,270.842,0.92325,0.74303,0.93669,0.4732,0.60665,0.55455,0.36344,0.97938,0.7857,0.92974,0.001218,0.000406,0.001218,0.000406,0.001218,0.000406,0.001218,0.000406
62,275.081,0.94144,0.7501,0.94146,0.66381,0.5029,0.54209,0.35948,0.9843,0.78343,0.93285,0.0011883,0.0003961,0.0011883,0.0003961,0.0011883,0.0003961,0.0011883,0.0003961
63,279.385,0.91739,0.73441,0.93643,0.5197,0.51747,0.53159,0.35558,0.96737,0.77609,0.92545,0.0011586,0.0003862,0.0011586,0.0003862,0.0011586,0.0003862,0.0011586,0.0003862
64,284.045,0.92952,0.74444,0.93927,0.51459,0.48712,0.52472,0.3549,0.95959,0.77965,0.92396,0.0011289,0.0003763,0.0011289,0.0003763,0.0011289,0.0003763,0.0011289,0.0003763
65,288.544,0.92981,0.74269,0.93679,0.61126,0.49926,0.5475,0.3571,0.97503,0.7919,0.92739,0.0010992,0.0003664,0.0010992,0.0003664,0.0010992,0.0003664,0.0010992,0.0003664
66,292.908,0.91834,0.73407,0.93661,0.59952,0.48389,0.55062,0.35107,0.96937,0.78548,0.92785,0.0010695,0.0003565,0.0010695,0.0003565,0.0010695,0.0003565,0.0010695,0.0003565
67,297.299,0.93092,0.74572,0.93779,0.6007,0.52735,0.57378,0.36626,0.96714,0.77836,0.92388,0.0010398,0.0003466,0.0010398,0.0003466,0.0010398,0.0003466,0.0010398,0.0003466
68,301.656,0.92153,0.74341,0.9365,0.60709,0.50613,0.55158,0.36565,0.96138,0.76852,0.9216,0.0010101,0.0003367,0.0010101,0.0003367,0.0010101,0.0003367,0.0010101,0.0003367
69,306.035,0.91029,0.73264,0.93017,0.57604,0.51486,0.54097,0.35537,0.96231,0.779,0.92149,0.0009804,0.0003268,0.0009804,0.0003268,0.0009804,0.0003268,0.0009804,0.0003268
70,310.442,0.89927,0.72644,0.93969,0.51928,0.53799,0.552,0.36153,0.962,0.77747,0.92489,0.0009507,0.0003169,0.0009507,0.0003169,0.0009507,0.0003169,0.0009507,0.0003169
71,314.885,0.91944,0.7351,0.93612,0.67516,0.48148,0.56454,0.36695,0.95431,0.76882,0.92121,0.000921,0.000307,0.000921,0.000307,0.000921,0.000307,0.000921,0.000307
72,319.283,0.90922,0.72891,0.92988,0.60223,0.46968,0.54782,0.36045,0.95736,0.76839,0.92374,0.0008913,0.0002971,0.0008913,0.0002971,0.0008913,0.0002971,0.0008913,0.0002971
73,323.613,0.91015,0.72462,0.93372,0.56516,0.50661,0.5529,0.35796,0.96563,0.78072,0.92345,0.0008616,0.0002872,0.0008616,0.0002872,0.0008616,0.0002872,0.0008616,0.0002872
74,328.067,0.90147,0.72534,0.93137,0.60455,0.4787,0.55201,0.36295,0.96278,0.77379,0.92256,0.0008319,0.0002773,0.0008319,0.0002773,0.0008319,0.0002773,0.0008319,0.0002773
75,332.438,0.90016,0.71914,0.92838,0.59012,0.47303,0.53241,0.35311,0.96593,0.77843,0.92288,0.0008022,0.0002674,0.0008022,0.0002674,0.0008022,0.0002674,0.0008022,0.0002674
76,336.784,0.90909,0.7249,0.93267,0.50895,0.50251,0.52781,0.35164,0.96039,0.77351,0.92355,0.0007725,0.0002575,0.0007725,0.0002575,0.0007725,0.0002575,0.0007725,0.0002575
77,341.066,0.89781,0.71508,0.92869,0.61816,0.46476,0.5364,0.36015,0.95424,0.76479,0.91835,0.0007428,0.0002476,0.0007428,0.0002476,0.0007428,0.0002476,0.0007428,0.0002476
78,345.527,0.89919,0.71596,0.92944,0.50369,0.56242,0.53868,0.36139,0.95484,0.76388,0.92167,0.0007131,0.0002377,0.0007131,0.0002377,0.0007131,0.0002377,0.0007131,0.0002377
79,349.892,0.90876,0.71982,0.9303,0.53444,0.55812,0.55366,0.37096,0.95486,0.76783,0.91991,0.0006834,0.0002278,0.0006834,0.0002278,0.0006834,0.0002278,0.0006834,0.0002278
80,354.167,0.90084,0.72057,0.93243,0.51492,0.56627,0.56286,0.36988,0.95155,0.76841,0.92006,0.0006537,0.0002179,0.0006537,0.0002179,0.0006537,0.0002179,0.0006537,0.0002179
81,358.493,0.90392,0.71014,0.92714,0.54915,0.52559,0.54701,0.36411,0.95316,0.76813,0.9206,0.000624,0.000208,0.000624,0.000208,0.000624,0.000208,0.000624,0.000208
82,362.779,0.89434,0.70974,0.92585,0.53243,0.50907,0.55312,0.36556,0.95808,0.76616,0.92541,0.0005943,0.0001981,0.0005943,0.0001981,0.0005943,0.0001981,0.0005943,0.0001981
83,367.144,0.90061,0.70748,0.93044,0.56399,0.56748,0.57158,0.36798,0.96595,0.76968,0.92329,0.0005646,0.0001882,0.0005646,0.0001882,0.0005646,0.0001882,0.0005646,0.0001882
84,371.59,0.90302,0.71677,0.93096,0.46545,0.59816,0.55592,0.36767,0.96844,0.76693,0.92378,0.0005349,0.0001783,0.0005349,0.0001783,0.0005349,0.0001783,0.0005349,0.0001783
85,376.072,0.89275,0.71121,0.92478,0.5624,0.54224,0.55971,0.3641,0.96284,0.77156,0.92259,0.0005052,0.0001684,0.0005052,0.0001684,0.0005052,0.0001684,0.0005052,0.0001684
86,380.428,0.89675,0.7141,0.9271,0.53352,0.52718,0.55036,0.36762,0.95503,0.76791,0.92093,0.0004755,0.0001585,0.0004755,0.0001585,0.0004755,0.0001585,0.0004755,0.0001585
87,384.769,0.89198,0.71017,0.93322,0.46938,0.61515,0.55557,0.37314,0.95512,0.76434,0.92196,0.0004458,0.0001486,0.0004458,0.0001486,0.0004458,0.0001486,0.0004458,0.0001486
88,389.113,0.89478,0.70775,0.92804,0.57663,0.52404,0.55887,0.37128,0.95768,0.76627,0.92099,0.0004161,0.0001387,0.0004161,0.0001387,0.0004161,0.0001387,0.0004161,0.0001387
89,393.452,0.89649,0.71111,0.92942,0.56405,0.55257,0.55126,0.36902,0.94964,0.76145,0.91957,0.0003864,0.0001288,0.0003864,0.0001288,0.0003864,0.0001288,0.0003864,0.0001288
90,397.762,0.88898,0.70782,0.9276,0.57376,0.54076,0.54734,0.37045,0.95082,0.76056,0.92007,0.0003567,0.0001189,0.0003567,0.0001189,0.0003567,0.0001189,0.0003567,0.0001189
91,402.935,0.87873,0.70487,0.9248,0.59452,0.53056,0.54284,0.3673,0.95306,0.76072,0.9205,0.000327,0.000109,0.000327,0.000109,0.000327,0.000109,0.000327,0.000109
92,407.265,0.88818,0.70518,0.92869,0.57326,0.52462,0.55237,0.37234,0.94847,0.75934,0.91979,0.0002973,9.91e-05,0.0002973,9.91e-05,0.0002973,9.91e-05,0.0002973,9.91e-05
93,411.646,0.89181,0.70807,0.92398,0.57903,0.5373,0.54909,0.37178,0.95466,0.75995,0.92199,0.0002676,8.92e-05,0.0002676,8.92e-05,0.0002676,8.92e-05,0.0002676,8.92e-05
94,415.931,0.87842,0.70116,0.92415,0.58957,0.55005,0.55968,0.373,0.95092,0.7604,0.92048,0.0002379,7.93e-05,0.0002379,7.93e-05,0.0002379,7.93e-05,0.0002379,7.93e-05
95,420.286,0.89298,0.70542,0.92807,0.58321,0.54872,0.56025,0.37047,0.95001,0.75858,0.91906,0.0002082,6.94e-05,0.0002082,6.94e-05,0.0002082,6.94e-05,0.0002082,6.94e-05
96,424.59,0.88322,0.69802,0.9259,0.58148,0.55611,0.56016,0.36948,0.94945,0.75464,0.91889,0.0001785,5.95e-05,0.0001785,5.95e-05,0.0001785,5.95e-05,0.0001785,5.95e-05
97,428.865,0.89165,0.7081,0.92656,0.5769,0.55274,0.56398,0.37069,0.94879,0.75609,0.91871,0.0001488,4.96e-05,0.0001488,4.96e-05,0.0001488,4.96e-05,0.0001488,4.96e-05
98,433.326,0.87886,0.69685,0.92546,0.58363,0.54777,0.55756,0.36854,0.94913,0.75488,0.91852,0.0001191,3.97e-05,0.0001191,3.97e-05,0.0001191,3.97e-05,0.0001191,3.97e-05
99,437.749,0.8832,0.70007,0.92507,0.58248,0.55283,0.55878,0.37031,0.94757,0.75598,0.91819,8.94e-05,2.98e-05,8.94e-05,2.98e-05,8.94e-05,2.98e-05,8.94e-05,2.98e-05
100,442.193,0.87317,0.69562,0.92506,0.54372,0.54687,0.55663,0.37338,0.94634,0.75614,0.91722,5.97e-05,1.99e-05,5.97e-05,1.99e-05,5.97e-05,1.99e-05,5.97e-05,1.99e-05
