epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,3.60335,1.72557,3.97678,1.47314,0.0071,0.35553,0.02512,0.01509,1.32791,3.77434,1.17971,0.00096,0.00032,0.00096,0.00032,0.00096,0.00032,0.00096,0.00032
2,5.21876,1.54106,3.81625,1.36657,0.00846,0.33889,0.06739,0.03871,1.24059,3.688,1.12515,0.0019307,0.000643565,0.0019307,0.000643565,0.0019307,0.000643565,0.0019307,0.000643565
3,6.68107,1.47306,3.58595,1.3134,0.01547,0.42565,0.14645,0.09602,1.25294,3.39231,1.10604,0.00288179,0.000960596,0.00288179,0.000960596,0.00288179,0.000960596,0.00288179,0.000960596
4,8.24167,1.50697,3.23007,1.32581,0.68187,0.08904,0.13241,0.08482,1.35195,2.48755,1.14912,0.0029109,0.0009703,0.0029109,0.0009703,0.0029109,0.0009703,0.0029109,0.0009703
5,9.68085,1.48778,2.81373,1.30855,0.52238,0.22943,0.19528,0.12472,1.334,1.91315,1.1393,0.0028812,0.0009604,0.0028812,0.0009604,0.0028812,0.0009604,0.0028812,0.0009604
6,11.1352,1.43816,2.42224,1.28189,0.58745,0.24226,0.23981,0.16091,1.28056,1.69037,1.11409,0.0028515,0.0009505,0.0028515,0.0009505,0.0028515,0.0009505,0.0028515,0.0009505
7,12.5887,1.46888,2.16995,1.29402,0.72711,0.2297,0.27185,0.1803,1.24048,1.64028,1.09614,0.0028218,0.0009406,0.0028218,0.0009406,0.0028218,0.0009406,0.0028218,0.0009406
8,14.0886,1.42929,2.01322,1.29255,0.73273,0.28202,0.31133,0.20317,1.22817,1.56024,1.09797,0.0027921,0.0009307,0.0027921,0.0009307,0.0027921,0.0009307,0.0027921,0.0009307
9,15.5014,1.34753,1.841,1.25168,0.73056,0.29243,0.32905,0.21082,1.21569,1.51563,1.08142,0.0027624,0.0009208,0.0027624,0.0009208,0.0027624,0.0009208,0.0027624,0.0009208
10,16.9751,1.37751,1.80513,1.26575,0.65418,0.37386,0.34201,0.2189,1.21947,1.45788,1.07678,0.0027327,0.0009109,0.0027327,0.0009109,0.0027327,0.0009109,0.0027327,0.0009109
11,18.4291,1.34509,1.74911,1.23696,0.79983,0.32908,0.35781,0.23898,1.19335,1.40219,1.07218,0.002703,0.000901,0.002703,0.000901,0.002703,0.000901,0.002703,0.000901
12,19.925,1.34457,1.67499,1.22027,0.77175,0.35922,0.36845,0.23688,1.1831,1.34143,1.05203,0.0026733,0.0008911,0.0026733,0.0008911,0.0026733,0.0008911,0.0026733,0.0008911
13,21.4002,1.33388,1.63505,1.21815,0.76998,0.36301,0.38849,0.24024,1.18042,1.31698,1.04642,0.0026436,0.0008812,0.0026436,0.0008812,0.0026436,0.0008812,0.0026436,0.0008812
14,22.9944,1.28123,1.59848,1.21104,0.81252,0.3271,0.40135,0.25628,1.16,1.29989,1.03038,0.0026139,0.0008713,0.0026139,0.0008713,0.0026139,0.0008713,0.0026139,0.0008713
15,24.4876,1.29417,1.57565,1.20247,0.77703,0.33602,0.41615,0.25598,1.12446,1.26929,1.02115,0.0025842,0.0008614,0.0025842,0.0008614,0.0025842,0.0008614,0.0025842,0.0008614
16,25.9799,1.26889,1.50831,1.18824,0.80814,0.34291,0.42864,0.25936,1.14262,1.31992,1.03717,0.0025545,0.0008515,0.0025545,0.0008515,0.0025545,0.0008515,0.0025545,0.0008515
17,27.4919,1.24534,1.51072,1.18789,0.79808,0.33659,0.42827,0.26967,1.15026,1.28137,1.03098,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416
18,28.9211,1.24283,1.47461,1.18207,0.81698,0.32255,0.41558,0.27801,1.12051,1.25909,1.02839,0.0024951,0.0008317,0.0024951,0.0008317,0.0024951,0.0008317,0.0024951,0.0008317
19,30.4673,1.25445,1.49992,1.19171,0.83645,0.33111,0.42464,0.27275,1.11513,1.26697,1.02317,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218
20,31.9713,1.22672,1.48833,1.17581,0.83213,0.32851,0.43,0.27297,1.10528,1.25615,1.01867,0.0024357,0.0008119,0.0024357,0.0008119,0.0024357,0.0008119,0.0024357,0.0008119
21,33.3472,1.2242,1.44637,1.16875,0.81144,0.34467,0.4477,0.27463,1.11474,1.23686,1.01701,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802
